#Id,Prefix
CHIPRE_GRECIA_CELL,0035777
CHIPRE_GRECIA_CELL,003577777
CHIPRE_GRECIA_CELL,003579
CHIPRE_TURQUIA,0090392
COLOMBIA,0057
COLOMBIA,005712
COLOMBIA,005713
COLOMBIA,005714
COLOMBIA,005715
COLOMBIA,005716
COLOMBIA,005717
COLOMBIA,0057227
COLOMBIA,0057228
COLOMBIA,005723
COLOMBIA,005724
COLOMBIA,005725
COLOMBIA,005726
COLOMBIA,0057288
COLOMBIA,0057289
COLOMBIA,005740
COLOMBIA,0057415
COLOMBIA,005742
COLOMBIA,005743
COLOMBIA,005744
COLOMBIA,005745
COLOMBIA,0057460
COLOMBIA,0057461
COLOMBIA,0057490
COLOMBIA,00574913
COLOMBIA,00574914
COLOMBIA,00574917
COLOMBIA,00574922
COLOMBIA,00574925
COLOMBIA,0057495
COLOMBIA,0057532
COLOMBIA,0057533
COLOMBIA,0057534
COLOMBIA,0057535
COLOMBIA,0057536
COLOMBIA,0057537
COLOMBIA,0057631
COLOMBIA,0057632
COLOMBIA,0057633
COLOMBIA,00576736
COLOMBIA,00576737
COLOMBIA,00576738
COLOMBIA,00576739
COLOMBIA,0057674
COLOMBIA_CELL,00573
COLOMBIA_CELL,0057300
COLOMBIA_CELL,0057301
COLOMBIA_CELL,0057304
COLOMBIA_CELL,0057310
COLOMBIA_CELL,0057311
COLOMBIA_CELL,0057312
COLOMBIA_CELL,0057313
COLOMBIA_CELL,0057314
COLOMBIA_CELL,0057315
COLOMBIA_CELL,0057316
COLOMBIA_CELL,0057317
COLOMBIA_CELL,0057318
COLOMBIA_CELL,0057320
COLOMBIA_CELL,0057321
COMORES,00269
COMORES,002693
COMORES,002697
COREA_DEL_NORTE,00850
COREA_DEL_SUR,0082
COREA_DEL_SUR,00822
COREA_DEL_SUR_CELL,00821
COSTA_DE_MARFIL,00225
COSTA_DE_MARFIL_CELL,002250
COSTA_RICA,00506
COSTA_RICA_CELL,00506283
COSTA_RICA_CELL,00506284
COSTA_RICA_CELL,005063
COSTA_RICA_CELL,005065
COSTA_RICA_CELL,00506636
COSTA_RICA_CELL,005068
COSTA_RICA_CELL,0050683
CROACIA,00385
CROACIA_CELL,0038560
CROACIA_CELL,0038562
CROACIA_CELL,003859
CROACIA_CELL,0038591
CROACIA_CELL,0038597
CROACIA_CELL,0038598
CROACIA_CELL,0038599
CUBA,0053
CUBA,005352
CUBA,005399
DIEGO_GARCIA,00246
DINAMARCA,0045
DINAMARCA,00453
DINAMARCA_CELL,0045526
DINAMARCA_CELL,0045527
DINAMARCA_CELL,0045528
DINAMARCA_CELL,0045529
DINAMARCA_CELL,0045531
DINAMARCA_CELL,00455319
DINAMARCA_CELL,0045532
DINAMARCA_CELL,0045533
DINAMARCA_CELL,00455333
DINAMARCA_CELL,0045534
DINAMARCA_CELL,0045535
DINAMARCA_CELL,0045536
DINAMARCA_CELL,0045537
DINAMARCA_CELL,0045538
