#Id,DestinationRatesId,TimingTag,Weight
INMARSAT_ATLANTIC_EAST_A_CALL,INMARSAT_ATLANTIC_EAST_A_CALL,*any,0
INMARSAT_ATLANTIC_EAST_B_CALL,INMARSAT_ATLANTIC_EAST_B_CALL,*any,0
INMARSAT_ATLANTIC_EAST_M_CALL,INMARSAT_ATLANTIC_EAST_M_CALL,*any,0
INMARSAT_ATLANTIC_EAST_MINI_CALL,INMARSAT_ATLANTIC_EAST_MINI_CALL,*any,0
INMARSAT_ATLANTIC_WEST_A_CALL,INMARSAT_ATLANTIC_WEST_A_CALL,*any,0
INMARSAT_ATLANTIC_WEST_B_CALL,INMARSAT_ATLANTIC_WEST_B_CALL,*any,0
INMARSAT_ATLANTIC_WEST_M_CALL,INMARSAT_ATLANTIC_WEST_M_CALL,*any,0
INMARSAT_ATLANTIC_WEST_MINI_CALL,INMARSAT_ATLANTIC_WEST_MINI_CALL,*any,0
INMARSAT_INDIAN_A_CALL,INMARSAT_INDIAN_A_CALL,*any,0
INMARSAT_INDIAN_B_CALL,INMARSAT_INDIAN_B_CALL,*any,0
INMARSAT_INDIAN_M_CALL,INMARSAT_INDIAN_M_CALL,*any,0
INMARSAT_INDIAN_MINI_CALL,INMARSAT_INDIAN_MINI_CALL,*any,0
INMARSAT_PACIFIC_A_CALL,INMARSAT_PACIFIC_A_CALL,*any,0
INMARSAT_PACIFIC_B_CALL,INMARSAT_PACIFIC_B_CALL,*any,0
INMARSAT_PACIFIC_M_CALL,INMARSAT_PACIFIC_M_CALL,*any,0
INMARSAT_PACIFIC_MINI_CALL,INMARSAT_PACIFIC_MINI_CALL,*any,0
INMARSAT_SNAC_CALL,INMARSAT_SNAC_CALL,*any,0
KOSOVO_CELL_CALL,KOSOVO_CELL_CALL,*any,0
BAHAMAS_CELL_CALL,BAHAMAS_CELL_CALL,*any,0
ESTADOS_UNIDOS_DE_AMERICA_ALASKA_CALL,ESTADOS_UNIDOS_DE_AMERICA_ALASKA_CALL,*any,0
GUINEA_BISSAU_CELL_CALL,GUINEA_BISSAU_CELL_CALL,*any,0
IRAQ_CELL_CALL,IRAQ_CELL_CALL,*any,0
ISL_NORFOLK_CELL_CALL,ISL_NORFOLK_CELL_CALL,*any,0
PORTUGAL_AZORES_CALL,PORTUGAL_AZORES_CALL,*any,0
PORTUGAL_AZORES_CELL_CALL,PORTUGAL_AZORES_CELL_CALL,*any,0
PUERTO_RICO_CELL_CALL,PUERTO_RICO_CELL_CALL,*any,0
ZAIRE_CALL,ZAIRE_CALL,*any,0
ZAIRE_CELL_CALL,ZAIRE_CELL_CALL,*any,0
