#Id,ActionsId,TimingId,Weight
MAS_3GB,TOPUP_RESET_VOICE_200_ZONE1,*asap,0
MAS_3GB,TOPUP_RESET_SMS_5000_ZONE1,*asap,0
MAS_3GB,TOPUP_RESET_DATA_3GB_ZONE1,*asap,0
